short name,code,complete name,County,District,Community,Village
Togbah Village,Kq9vM7ep5bV,SINO : Kpayan : Kabada : Togbah Village,SINO,Kpayan,Kabada,Togbah Village
Wiah,M0vajKCNMWn,SINO : Kpayan : Kabada : Wiah,SINO,Kpayan,Kabada,Wiah
Wloh Village,kVA8y6sJ1vM,SINO : Kpayan : Kabada : Wloh Village,SINO,Kpayan,Kabada,Wloh Village
Klaniedae,op22FHDTvsF,SINO : Kpayan : Klaniedae,SINO,Kpayan,Klaniedae,
Bah,cWtnslQY2ZJ,SINO : Kpayan : Klaniedae : Bah,SINO,Kpayan,Klaniedae,Bah
Gbawbe-kon,ozf6mSlcPwR,SINO : Kpayan : Klaniedae : Gbawbe-kon,SINO,Kpayan,Klaniedae,Gbawbe-kon
Jackson Boh Village,cGBIXbMJJ9X,SINO : Kpayan : Klaniedae : Jackson Boh Village,SINO,Kpayan,Klaniedae,Jackson Boh Village
Saywon Village,q8csZ4N0JSo,SINO : Kpayan : Klaniedae : Saywon Village,SINO,Kpayan,Klaniedae,Saywon Village
Wiah Boe,mq6FJthDjti,SINO : Kpayan : Klaniedae : Wiah Boe,SINO,Kpayan,Klaniedae,Wiah Boe
Kpoyan,hZ5yucS2MYy,SINO : Kpayan : Kpoyan,SINO,Kpayan,Kpoyan,
Borbornedro,xvdtBYnilkk,SINO : Kpayan : Kpoyan : Borbornedro,SINO,Kpayan,Kpoyan,Borbornedro
Deajah,jTH3L3x5a15,SINO : Kpayan : Kpoyan : Deajah,SINO,Kpayan,Kpoyan,Deajah
Jerbo-1,B3MbKT9gDHG,SINO : Kpayan : Kpoyan : Jerbo-1,SINO,Kpayan,Kpoyan,Jerbo-1
Jerbo-2,zKiRUDfjE68,SINO : Kpayan : Kpoyan : Jerbo-2,SINO,Kpayan,Kpoyan,Jerbo-2
Jlukpadro,Ez9HLlboRbe,SINO : Kpayan : Kpoyan : Jlukpadro,SINO,Kpayan,Kpoyan,Jlukpadro
Katu,jzAITQ4wtaL,SINO : Kpayan : Kpoyan : Katu,SINO,Kpayan,Kpoyan,Katu
Mannah,JF0qo8X3LUX,SINO : Kpayan : Kpoyan : Mannah,SINO,Kpayan,Kpoyan,Mannah
Netreen,M9Yxm0E4IRc,SINO : Kpayan : Kpoyan : Netreen,SINO,Kpayan,Kpoyan,Netreen
Parleh,OZmhHuALVIy,SINO : Kpayan : Kpoyan : Parleh,SINO,Kpayan,Kpoyan,Parleh
Peoboh,HGmwea4JLw4,SINO : Kpayan : Kpoyan : Peoboh,SINO,Kpayan,Kpoyan,Peoboh
Sayon,URH4WEgOo52,SINO : Kpayan : Kpoyan : Sayon,SINO,Kpayan,Kpoyan,Sayon
Wotoe,UkHa1KfYdgr,SINO : Kpayan : Kpoyan : Wotoe,SINO,Kpayan,Kpoyan,Wotoe
Lower Drepoh,zmTsk0RwTzU,SINO : Kpayan : Lower Drepoh,SINO,Kpayan,Lower Drepoh,
Bah,HjgfJRz3q0x,SINO : Kpayan : Lower Drepoh : Bah,SINO,Kpayan,Lower Drepoh,Bah
Wesseh,s0V1Zu5OVln,SINO : Kpayan : Lower Drepoh : Wesseh,SINO,Kpayan,Lower Drepoh,Wesseh
Lower Jeepo,JjTiVz9i4E5,SINO : Kpayan : Lower Jeepo,SINO,Kpayan,Lower Jeepo,
Borbor,jXdRPMtO64X,SINO : Kpayan : Lower Jeepo : Borbor,SINO,Kpayan,Lower Jeepo,Borbor
Kabada,PqiulYSKj7q,SINO : Kpayan : Lower Jeepo : Kabada,SINO,Kpayan,Lower Jeepo,Kabada
Morris Jackson Village,rvcyvFAKCp4,SINO : Kpayan : Lower Jeepo : Morris Jackson Village,SINO,Kpayan,Lower Jeepo,Morris Jackson Village
Lower Tartweh,LoMfXFBSK0o,SINO : Kpayan : Lower Tartweh,SINO,Kpayan,Lower Tartweh,
Bokroba 1,Vtp14r2UVnC,SINO : Kpayan : Lower Tartweh : Bokroba 1,SINO,Kpayan,Lower Tartweh,Bokroba 1
Borteh,bzlm4Pwa4qI,SINO : Kpayan : Lower Tartweh : Borteh,SINO,Kpayan,Lower Tartweh,Borteh
Gleekan,rLywNvc3O2q,SINO : Kpayan : Lower Tartweh : Gleekan,SINO,Kpayan,Lower Tartweh,Gleekan
Gmankan Creek,K6tpGKeHqOv,SINO : Kpayan : Lower Tartweh : Gmankan Creek,SINO,Kpayan,Lower Tartweh,Gmankan Creek
Kaih Village,pDtLe6rLqCd,SINO : Kpayan : Lower Tartweh : Kaih Village,SINO,Kpayan,Lower Tartweh,Kaih Village
Kanmoh,unx1Rjsxcm3,SINO : Kpayan : Lower Tartweh : Kanmoh,SINO,Kpayan,Lower Tartweh,Kanmoh
Mannah,peRC9MQ4LaN,SINO : Kpayan : Lower Tartweh : Mannah,SINO,Kpayan,Lower Tartweh,Mannah
Mission,QQ5XMNSR5t0,SINO : Kpayan : Lower Tartweh : Mission,SINO,Kpayan,Lower Tartweh,Mission
Pochen-1,VYBiQznYLSC,SINO : Kpayan : Lower Tartweh : Pochen-1,SINO,Kpayan,Lower Tartweh,Pochen-1
Pochen-2 (Nesebor),HjVix59DJZA,SINO : Kpayan : Lower Tartweh : Pochen-2 (Nesebor),SINO,Kpayan,Lower Tartweh,Pochen-2 (Nesebor)
Rock,vv2Im55DsPr,SINO : Kpayan : Lower Tartweh : Rock,SINO,Kpayan,Lower Tartweh,Rock
Tubmanville Mission,grG5QHDTMyN,SINO : Kpayan : Lower Tartweh : Tubmanville Mission,SINO,Kpayan,Lower Tartweh,Tubmanville Mission
Worjloh,xuzVGsESo0I,SINO : Kpayan : Lower Tartweh : Worjloh,SINO,Kpayan,Lower Tartweh,Worjloh
Mama Creek,knHOh3Ehfls,SINO : Kpayan : Mama Creek,SINO,Kpayan,Mama Creek,
Otis,sf7JwMb5lJK,SINO : Kpayan : Mama Creek : Otis,SINO,Kpayan,Mama Creek,Otis
Sayon,SRTBm7fhT6r,SINO : Kpayan : Mama Creek : Sayon,SINO,Kpayan,Mama Creek,Sayon
Taryon,OXRKN3rLBqm,SINO : Kpayan : Mama Creek : Taryon,SINO,Kpayan,Mama Creek,Taryon
Nyannue,UckWR98FIQN,SINO : Kpayan : Nyannue,SINO,Kpayan,Nyannue,
Bassa,Has9Z802Yfc,SINO : Kpayan : Nyannue : Bassa,SINO,Kpayan,Nyannue,Bassa
Flahn,ACf38Up9yc0,SINO : Kpayan : Nyannue : Flahn,SINO,Kpayan,Nyannue,Flahn
Jarpiah Village,jH8s1LDUn2T,SINO : Kpayan : Nyannue : Jarpiah Village,SINO,Kpayan,Nyannue,Jarpiah Village
Kayee,NbsCR1ZAZ82,SINO : Kpayan : Nyannue : Kayee,SINO,Kpayan,Nyannue,Kayee
Kaysieh Village,U9pv4YNWmzG,SINO : Kpayan : Nyannue : Kaysieh Village,SINO,Kpayan,Nyannue,Kaysieh Village
Mama Creek,DEiEFt3UZpD,SINO : Kpayan : Nyannue : Mama Creek,SINO,Kpayan,Nyannue,Mama Creek
Nyannue,mWjzCP5XMY6,SINO : Kpayan : Nyannue : Nyannue,SINO,Kpayan,Nyannue,Nyannue
South Beach,MzG4siOOxyc,SINO : Kpayan : Nyannue : South Beach,SINO,Kpayan,Nyannue,South Beach
Tichun,CSqwi93Bo7t,SINO : Kpayan : Nyannue : Tichun,SINO,Kpayan,Nyannue,Tichun
Torbosville,VstiVYSQqSp,SINO : Kpayan : Nyannue : Torbosville,SINO,Kpayan,Nyannue,Torbosville
Pertu,dVSOZ9rsNLa,SINO : Kpayan : Pertu,SINO,Kpayan,Pertu,
Bedioh,kpi6460HxVW,SINO : Kpayan : Pertu : Bedioh,SINO,Kpayan,Pertu,Bedioh
Charlie,HY3Cejp6m24,SINO : Kpayan : Pertu : Charlie,SINO,Kpayan,Pertu,Charlie
Doe,QnbnwsxSUn3,SINO : Kpayan : Pertu : Doe,SINO,Kpayan,Pertu,Doe
Drah,isCaUFCajJz,SINO : Kpayan : Pertu : Drah,SINO,Kpayan,Pertu,Drah
Klun Village,ITSmLEQrh91,SINO : Kpayan : Pertu : Klun Village,SINO,Kpayan,Pertu,Klun Village
Napoleon Village,Zy6b87aPV82,SINO : Kpayan : Pertu : Napoleon Village,SINO,Kpayan,Pertu,Napoleon Village
Nyeswah,bko3WVsEQvX,SINO : Kpayan : Pertu : Nyeswah,SINO,Kpayan,Pertu,Nyeswah
Panama,LDnxZN0YEsc,SINO : Kpayan : Pertu : Panama,SINO,Kpayan,Pertu,Panama
Saydee,no5l4fqFg9f,SINO : Kpayan : Pertu : Saydee,SINO,Kpayan,Pertu,Saydee
Snehpeen Village,O2KKI3RnXb5,SINO : Kpayan : Pertu : Snehpeen Village,SINO,Kpayan,Pertu,Snehpeen Village
Torboh Village,h1WtilLgjWy,SINO : Kpayan : Pertu : Torboh Village,SINO,Kpayan,Pertu,Torboh Village
Tobo,Rn0AcK3fA0O,SINO : Kpayan : Tobo,SINO,Kpayan,Tobo,
Dejila,Qv2Q2p71uYF,SINO : Kpayan : Tobo : Dejila,SINO,Kpayan,Tobo,Dejila
Johnny,sTawx8G2eQl,SINO : Kpayan : Tobo : Johnny,SINO,Kpayan,Tobo,Johnny
Karyor,VXcqXeaAgd9,SINO : Kpayan : Tobo : Karyor,SINO,Kpayan,Tobo,Karyor
Ninkolo Village,ze3wjuNB9iw,SINO : Kpayan : Tobo : Ninkolo Village,SINO,Kpayan,Tobo,Ninkolo Village
Sayon,JeYy0DgNuL7,SINO : Kpayan : Tobo : Sayon,SINO,Kpayan,Tobo,Sayon
Solo Village,XtMEUn4coid,SINO : Kpayan : Tobo : Solo Village,SINO,Kpayan,Tobo,Solo Village
Weah,ORu9Qk19d2z,SINO : Kpayan : Tobo : Weah,SINO,Kpayan,Tobo,Weah
Welleh,s2UpsWa3mL2,SINO : Kpayan : Tobo : Welleh,SINO,Kpayan,Tobo,Welleh
Upper Drepoh,WCp40Q4W4Wt,SINO : Kpayan : Upper Drepoh,SINO,Kpayan,Upper Drepoh,
Brown,T44oHenn5LD,SINO : Kpayan : Upper Drepoh : Brown,SINO,Kpayan,Upper Drepoh,Brown
Chernada,dnWrA2r4g4x,SINO : Kpayan : Upper Drepoh : Chernada,SINO,Kpayan,Upper Drepoh,Chernada
Feah Village,NAeoAKrb1AI,SINO : Kpayan : Upper Drepoh : Feah Village,SINO,Kpayan,Upper Drepoh,Feah Village
Jlawulu Village -1,mav65nMdGtb,SINO : Kpayan : Upper Drepoh : Jlawulu Village -1,SINO,Kpayan,Upper Drepoh,Jlawulu Village -1
Jlawulu Village -2,xX3bR4wYjz0,SINO : Kpayan : Upper Drepoh : Jlawulu Village -2,SINO,Kpayan,Upper Drepoh,Jlawulu Village -2
Joenyeh Village,mcEhtqCXxMt,SINO : Kpayan : Upper Drepoh : Joenyeh Village,SINO,Kpayan,Upper Drepoh,Joenyeh Village
Johnson Village,BJV32KJnK9n,SINO : Kpayan : Upper Drepoh : Johnson Village,SINO,Kpayan,Upper Drepoh,Johnson Village
Joseph Sayee Village,CaXYcxdN6ya,SINO : Kpayan : Upper Drepoh : Joseph Sayee Village,SINO,Kpayan,Upper Drepoh,Joseph Sayee Village
New,O0VOw8LxbEk,SINO : Kpayan : Upper Drepoh : New,SINO,Kpayan,Upper Drepoh,New
Upper Jeepo,RrllSJdp3Bz,SINO : Kpayan : Upper Jeepo,SINO,Kpayan,Upper Jeepo,
Farley Village,rR9PQGvBHZS,SINO : Kpayan : Upper Jeepo : Farley Village,SINO,Kpayan,Upper Jeepo,Farley Village
Kaiyee Village,kOjYy6vdHe8,SINO : Kpayan : Upper Jeepo : Kaiyee Village,SINO,Kpayan,Upper Jeepo,Kaiyee Village
Kama Village,blljIBOV8rk,SINO : Kpayan : Upper Jeepo : Kama Village,SINO,Kpayan,Upper Jeepo,Kama Village
Kartue,Wb7wkpg2vhj,SINO : Kpayan : Upper Jeepo : Kartue,SINO,Kpayan,Upper Jeepo,Kartue
Kayeedae,YwTt90MTwQR,SINO : Kpayan : Upper Jeepo : Kayeedae,SINO,Kpayan,Upper Jeepo,Kayeedae
Klay,TuqAm4gBvAn,SINO : Kpayan : Upper Jeepo : Klay,SINO,Kpayan,Upper Jeepo,Klay
Pyne,ifjYhqM4vEG,SINO : Kpayan : Upper Jeepo : Pyne,SINO,Kpayan,Upper Jeepo,Pyne
Saydee Village,oOwtxyFph6l,SINO : Kpayan : Upper Jeepo : Saydee Village,SINO,Kpayan,Upper Jeepo,Saydee Village
Upper Tarweh,THVorlDE3k1,SINO : Kpayan : Upper Tarweh,SINO,Kpayan,Upper Tarweh,
Baflen,FwiL5LxpR7j,SINO : Kpayan : Upper Tarweh : Baflen,SINO,Kpayan,Upper Tarweh,Baflen
Jonah,VJo4x5XvLXs,SINO : Kpayan : Upper Tarweh : Jonah,SINO,Kpayan,Upper Tarweh,Jonah
Kanata Village,qBD8GfZoeJR,SINO : Kpayan : Upper Tarweh : Kanata Village,SINO,Kpayan,Upper Tarweh,Kanata Village
Klay,mgVY13J4kbP,SINO : Kpayan : Upper Tarweh : Klay,SINO,Kpayan,Upper Tarweh,Klay
Nachubu Village,xRNjgPsOgNv,SINO : Kpayan : Upper Tarweh : Nachubu Village,SINO,Kpayan,Upper Tarweh,Nachubu Village
Nuklue,tSBx8FulPn4,SINO : Kpayan : Upper Tarweh : Nuklue,SINO,Kpayan,Upper Tarweh,Nuklue
Petatrukon,Cxbj9s3NPfQ,SINO : Kpayan : Upper Tarweh : Petatrukon,SINO,Kpayan,Upper Tarweh,Petatrukon
Sasa,QUqu0GStbp1,SINO : Kpayan : Upper Tarweh : Sasa,SINO,Kpayan,Upper Tarweh,Sasa
Saytue 1,e28SNFWPXx9,SINO : Kpayan : Upper Tarweh : Saytue 1,SINO,Kpayan,Upper Tarweh,Saytue 1
Saytue 2,dWFE4PKwZkk,SINO : Kpayan : Upper Tarweh : Saytue 2,SINO,Kpayan,Upper Tarweh,Saytue 2
Senneh -1,UaJNEceEE6E,SINO : Kpayan : Upper Tarweh : Senneh -1,SINO,Kpayan,Upper Tarweh,Senneh -1
Senneh -2,Avo0IKbrMLM,SINO : Kpayan : Upper Tarweh : Senneh -2,SINO,Kpayan,Upper Tarweh,Senneh -2
Seoh,BYq7BSOTEhC,SINO : Kpayan : Upper Tarweh : Seoh,SINO,Kpayan,Upper Tarweh,Seoh
Sokpaken,lmFTg5MMnmd,SINO : Kpayan : Upper Tarweh : Sokpaken,SINO,Kpayan,Upper Tarweh,Sokpaken
Tugbaken Village,du0baYAMdqh,SINO : Kpayan : Upper Tarweh : Tugbaken Village,SINO,Kpayan,Upper Tarweh,Tugbaken Village
Tutue,fQdmiXhDSFW,SINO : Kpayan : Upper Tarweh : Tutue,SINO,Kpayan,Upper Tarweh,Tutue
Wiah 1,q7krCtmDiRa,SINO : Kpayan : Upper Tarweh : Wiah 1,SINO,Kpayan,Upper Tarweh,Wiah 1
Wiah 2,dAahAZ2t2ka,SINO : Kpayan : Upper Tarweh : Wiah 2,SINO,Kpayan,Upper Tarweh,Wiah 2
Wlotoh,XBrYyYS2Deb,SINO : Kpayan : Upper Tarweh : Wlotoh,SINO,Kpayan,Upper Tarweh,Wlotoh
Whynee,nlG4p3YXid8,SINO : Kpayan : Whynee,SINO,Kpayan,Whynee,
Chazon Village,UHkfScdgf4m,SINO : Kpayan : Whynee : Chazon Village,SINO,Kpayan,Whynee,Chazon Village
Chewlue Village,UeoTgYMfZXN,SINO : Kpayan : Whynee : Chewlue Village,SINO,Kpayan,Whynee,Chewlue Village
Quiah Village,s3Va1tnPXBn,SINO : Kpayan : Whynee : Quiah Village,SINO,Kpayan,Whynee,Quiah Village
Tarpeh Village,OhniP2sfXYQ,SINO : Kpayan : Whynee : Tarpeh Village,SINO,Kpayan,Whynee,Tarpeh Village
Welloh,pIA4XqAgheF,SINO : Kpayan : Whynee : Welloh,SINO,Kpayan,Whynee,Welloh
Worter,spjAgj4qEHh,SINO : Kpayan : Worter,SINO,Kpayan,Worter,
Bannah New Town,qqbC8mjYzR3,SINO : Kpayan : Worter : Bannah New Town,SINO,Kpayan,Worter,Bannah New Town
Bannah Old Town,IonbCFKLuqC,SINO : Kpayan : Worter : Bannah Old Town,SINO,Kpayan,Worter,Bannah Old Town
Henry Wleh,yVzasH7LZrr,SINO : Kpayan : Worter : Henry Wleh,SINO,Kpayan,Worter,Henry Wleh
Isaac Town,njtGIZdYRib,SINO : Kpayan : Worter : Isaac Town,SINO,Kpayan,Worter,Isaac Town
Kpaye District,w2QzFvNEBom,SINO : Kpaye District,SINO,Kpaye District,,
Kulu Shaw Boe District,kosP68piK2A,SINO : Kulu Shaw Boe,SINO,Kulu Shaw Boe,,
Boe,x5jIKwiWxON,SINO : Kulu Shaw Boe : Boe,SINO,Kulu Shaw Boe,Boe,
Beeweyee,df6XkfFXe96,SINO : Kulu Shaw Boe : Boe : Beeweyee,SINO,Kulu Shaw Boe,Boe,Beeweyee
Camp A,TVzoR3cXT5E,SINO : Kulu Shaw Boe : Boe : Camp A,SINO,Kulu Shaw Boe,Boe,Camp A
Cheepoyee,TTspXxoHRXg,SINO : Kulu Shaw Boe : Boe : Cheepoyee,SINO,Kulu Shaw Boe,Boe,Cheepoyee
Geekin,YrDkYi07cDB,SINO : Kulu Shaw Boe : Boe : Geekin,SINO,Kulu Shaw Boe,Boe,Geekin
Samuel Village,sLRKasZ0oxE,SINO : Kulu Shaw Boe : Boe : Samuel Village,SINO,Kulu Shaw Boe,Boe,Samuel Village
Lower Kulu,m9cISIizslL,SINO : Kulu Shaw Boe : Lower Kulu,SINO,Kulu Shaw Boe,Lower Kulu,
Chester Broh,OXDDolLNNGK,SINO : Kulu Shaw Boe : Lower Kulu : Chester Broh,SINO,Kulu Shaw Boe,Lower Kulu,Chester Broh
Conmoneh,pkRekmwjPl6,SINO : Kulu Shaw Boe : Lower Kulu : Conmoneh,SINO,Kulu Shaw Boe,Lower Kulu,Conmoneh
Debleh Village,Kn2QTwfToJX,SINO : Kulu Shaw Boe : Lower Kulu : Debleh Village,SINO,Kulu Shaw Boe,Lower Kulu,Debleh Village
Jacksonville,MQZxC0bOAq9,SINO : Kulu Shaw Boe : Lower Kulu : Jacksonville,SINO,Kulu Shaw Boe,Lower Kulu,Jacksonville
Jarweh Village,miUAqS8BHry,SINO : Kulu Shaw Boe : Lower Kulu : Jarweh Village,SINO,Kulu Shaw Boe,Lower Kulu,Jarweh Village
Joseph Teah,DSgZGFCGkaQ,SINO : Kulu Shaw Boe : Lower Kulu : Joseph Teah,SINO,Kulu Shaw Boe,Lower Kulu,Joseph Teah
Needby,lwQFEWPLsA1,SINO : Kulu Shaw Boe : Lower Kulu : Needby,SINO,Kulu Shaw Boe,Lower Kulu,Needby
Noah Hansford,YG7u3tSdjEh,SINO : Kulu Shaw Boe : Lower Kulu : Noah Hansford,SINO,Kulu Shaw Boe,Lower Kulu,Noah Hansford
Oneway,qoHwCWhYGig,SINO : Kulu Shaw Boe : Lower Kulu : Oneway,SINO,Kulu Shaw Boe,Lower Kulu,Oneway
Sango K. Wiah,zKkCwAksvG0,SINO : Kulu Shaw Boe : Lower Kulu : Sango K. Wiah,SINO,Kulu Shaw Boe,Lower Kulu,Sango K. Wiah
Saywon -1,jhXNFCIi49Z,SINO : Kulu Shaw Boe : Lower Kulu : Saywon -1,SINO,Kulu Shaw Boe,Lower Kulu,Saywon -1
Saywon -2,NliMRZHWdb5,SINO : Kulu Shaw Boe : Lower Kulu : Saywon -2,SINO,Kulu Shaw Boe,Lower Kulu,Saywon -2
Segbah,IWrmhlciSzV,SINO : Kulu Shaw Boe : Lower Kulu : Segbah,SINO,Kulu Shaw Boe,Lower Kulu,Segbah
Tarpeh Town,oAjB24Z6Os2,SINO : Kulu Shaw Boe : Lower Kulu : Tarpeh Town,SINO,Kulu Shaw Boe,Lower Kulu,Tarpeh Town
Shaw,nhnPz2sY5M2,SINO : Kulu Shaw Boe : Shaw,SINO,Kulu Shaw Boe,Shaw,
Chayee Town,IsW8o4pNYSd,SINO : Kulu Shaw Boe : Shaw : Chayee Town,SINO,Kulu Shaw Boe,Shaw,Chayee Town
David Town,HKNoziZv01d,SINO : Kulu Shaw Boe : Shaw : David Town,SINO,Kulu Shaw Boe,Shaw,David Town
Duncan Town,t3sxEzmmPwb,SINO : Kulu Shaw Boe : Shaw : Duncan Town,SINO,Kulu Shaw Boe,Shaw,Duncan Town
Sasonday Town,YZvQB9o7DyA,SINO : Kulu Shaw Boe : Shaw : Sasonday Town,SINO,Kulu Shaw Boe,Shaw,Sasonday Town
Upper Kulu,sEQQyyd7kuX,SINO : Kulu Shaw Boe : Upper Kulu,SINO,Kulu Shaw Boe,Upper Kulu,
Bestman,HxTqeETyawq,SINO : Kulu Shaw Boe : Upper Kulu : Bestman,SINO,Kulu Shaw Boe,Upper Kulu,Bestman
Sonuhan,LUH101OUyDX,SINO : Kulu Shaw Boe : Upper Kulu : Sonuhan,SINO,Kulu Shaw Boe,Upper Kulu,Sonuhan
Wruyan,oTT62XQCUvU,SINO : Kulu Shaw Boe : Upper Kulu : Wruyan,SINO,Kulu Shaw Boe,Upper Kulu,Wruyan
Plahn Nyarn District,t9KD8zR3cof,SINO : Plahn Nyarn,SINO,Plahn Nyarn,,
Lower Plahn,TDQEnfrFVZN,SINO : Plahn Nyarn : Lower Plahn,SINO,Plahn Nyarn,Lower Plahn,
Boe Town,HDt5PLD460X,SINO : Plahn Nyarn : Lower Plahn : Boe Town,SINO,Plahn Nyarn,Lower Plahn,Boe Town
Complany,AyNebBZkiDV,SINO : Plahn Nyarn : Lower Plahn : Complany,SINO,Plahn Nyarn,Lower Plahn,Complany
Doe Village,tvh4oMcLsp0,SINO : Plahn Nyarn : Lower Plahn : Doe Village,SINO,Plahn Nyarn,Lower Plahn,Doe Village
Gbabokor Village,BbQ66aU3q8H,SINO : Plahn Nyarn : Lower Plahn : Gbabokor Village,SINO,Plahn Nyarn,Lower Plahn,Gbabokor Village
Grebo 1,TEUEcLfnTOK,SINO : Plahn Nyarn : Lower Plahn : Grebo 1,SINO,Plahn Nyarn,Lower Plahn,Grebo 1
Grebo 2,zYKjV8jpMOi,SINO : Plahn Nyarn : Lower Plahn : Grebo 2,SINO,Plahn Nyarn,Lower Plahn,Grebo 2
Grebo 3,siWcfMqjkTc,SINO : Plahn Nyarn : Lower Plahn : Grebo 3,SINO,Plahn Nyarn,Lower Plahn,Grebo 3
Grebo 4,kI4rIfqefYD,SINO : Plahn Nyarn : Lower Plahn : Grebo 4,SINO,Plahn Nyarn,Lower Plahn,Grebo 4
Karpue,qVfm6P8IInJ,SINO : Plahn Nyarn : Lower Plahn : Karpue,SINO,Plahn Nyarn,Lower Plahn,Karpue
Moses Village,iz3hR3ki7fw,SINO : Plahn Nyarn : Lower Plahn : Moses Village,SINO,Plahn Nyarn,Lower Plahn,Moses Village
Nyennfueh,mal9nsTL0s0,SINO : Plahn Nyarn : Lower Plahn : Nyennfueh,SINO,Plahn Nyarn,Lower Plahn,Nyennfueh
Pajibo,UKbocNjwNLG,SINO : Plahn Nyarn : Lower Plahn : Pajibo,SINO,Plahn Nyarn,Lower Plahn,Pajibo
Peter Tarpeh,nhskZITGGn0,SINO : Plahn Nyarn : Lower Plahn : Peter Tarpeh,SINO,Plahn Nyarn,Lower Plahn,Peter Tarpeh
Samuel,hNr8Qqe03Wl,SINO : Plahn Nyarn : Lower Plahn : Samuel,SINO,Plahn Nyarn,Lower Plahn,Samuel
Samuel (Up Hill),i0AeQWIy82L,SINO : Plahn Nyarn : Lower Plahn : Samuel (Up Hill),SINO,Plahn Nyarn,Lower Plahn,Samuel (Up Hill)
Nyarn,DoCwpml9dCH,SINO : Plahn Nyarn : Nyarn,SINO,Plahn Nyarn,Nyarn,
Bioh,XOA77SZ6hU3,SINO : Plahn Nyarn : Nyarn : Bioh,SINO,Plahn Nyarn,Nyarn,Bioh
Dowon,B0OwoEbAiXQ,SINO : Plahn Nyarn : Nyarn : Dowon,SINO,Plahn Nyarn,Nyarn,Dowon
Moses,cdKXDICvrQM,SINO : Plahn Nyarn : Nyarn : Moses,SINO,Plahn Nyarn,Nyarn,Moses
Plandialebo,Q6kyHptBZ2l,SINO : Plahn Nyarn : Nyarn : Plandialebo,SINO,Plahn Nyarn,Nyarn,Plandialebo
Pobleh,K5aXIOCFskc,SINO : Plahn Nyarn : Nyarn : Pobleh,SINO,Plahn Nyarn,Nyarn,Pobleh
Sharkpeh,YVZbvSfYBQ7,SINO : Plahn Nyarn : Nyarn : Sharkpeh,SINO,Plahn Nyarn,Nyarn,Sharkpeh
Unifinication/Kulu Junction,aVpnNQebDgC,SINO : Plahn Nyarn : Nyarn : Unifinication/Kulu Junction,SINO,Plahn Nyarn,Nyarn,Unifinication/Kulu Junction
Upper Plahn,A5EiMXCquWw,SINO : Plahn Nyarn : Upper Plahn,SINO,Plahn Nyarn,Upper Plahn,
Isaac Jah,dnTOZoeM9Qg,SINO : Plahn Nyarn : Upper Plahn : Isaac Jah,SINO,Plahn Nyarn,Upper Plahn,Isaac Jah
New Town,lT4YsCDlLf4,SINO : Plahn Nyarn : Upper Plahn : New Town,SINO,Plahn Nyarn,Upper Plahn,New Town
Powo,yXEqY7Y3UV4,SINO : Plahn Nyarn : Upper Plahn : Powo,SINO,Plahn Nyarn,Upper Plahn,Powo
Tugba,hf7fdNDm9C1,SINO : Plahn Nyarn : Upper Plahn : Tugba,SINO,Plahn Nyarn,Upper Plahn,Tugba
Wiah Town,ypWVODg4PrD,SINO : Plahn Nyarn : Upper Plahn : Wiah Town,SINO,Plahn Nyarn,Upper Plahn,Wiah Town
Pynes Town District,QztK6ujP5T7,SINO : Pynes Town,SINO,Pynes Town,,
Gbalawein,nX5XVIyjgAb,SINO : Pynes Town : Gbalawein,SINO,Pynes Town,Gbalawein,
Barduah,eKDVGes71UC,SINO : Pynes Town : Gbalawein : Barduah,SINO,Pynes Town,Gbalawein,Barduah
Chebioh,frCjp6VwnyZ,SINO : Pynes Town : Gbalawein : Chebioh,SINO,Pynes Town,Gbalawein,Chebioh
Gbalawien,DmfMtF63svA,SINO : Pynes Town : Gbalawein : Gbalawien,SINO,Pynes Town,Gbalawein,Gbalawien
Wiah,H3v4cgtzpqS,SINO : Pynes Town : Gbalawein : Wiah,SINO,Pynes Town,Gbalawein,Wiah
Gbliyee,UuJKbHgsCmA,SINO : Pynes Town : Gbliyee,SINO,Pynes Town,Gbliyee,
Gbliyee,igkD7apdRaD,SINO : Pynes Town : Gbliyee : Gbliyee,SINO,Pynes Town,Gbliyee,Gbliyee
Sanquin,TO5EAQoxMRD,SINO : Pynes Town : Gbliyee : Sanquin,SINO,Pynes Town,Gbliyee,Sanquin
Tactiville,S6jHKEMIr3Y,SINO : Pynes Town : Gbliyee : Tactiville,SINO,Pynes Town,Gbliyee,Tactiville
Kabadah,OZtbooCm94M,SINO : Pynes Town : Kabadah,SINO,Pynes Town,Kabadah,
Flat Rock Camp,YadlUFOl85S,SINO : Pynes Town : Kabadah : Flat Rock Camp,SINO,Pynes Town,Kabadah,Flat Rock Camp
Kadifeh,bK21vTfPVTd,SINO : Pynes Town : Kabadah : Kadifeh,SINO,Pynes Town,Kabadah,Kadifeh
Keilleh,CTCd6ACsWWZ,SINO : Pynes Town : Kabadah : Keilleh,SINO,Pynes Town,Kabadah,Keilleh
Neipeeboh,qjg9zREZG2v,SINO : Pynes Town : Kabadah : Neipeeboh,SINO,Pynes Town,Kabadah,Neipeeboh
Pual,TnBO1gCXXMG,SINO : Pynes Town : Kabadah : Pual,SINO,Pynes Town,Kabadah,Pual
Pynestown,bUTOTEnwPwl,SINO : Pynes Town : Kabadah : Pynestown,SINO,Pynes Town,Kabadah,Pynestown
